Year,Indicator Name,Indicator Code,Value
1971,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,120578519.7
1970,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,127089826.42
2021,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.84
2020,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.84
2019,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.45
2018,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.34
2017,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.48
2016,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.08
2015,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.14
2014,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.48
2013,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.06
2012,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.6
2011,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.47
2010,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.09
2009,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.87
2008,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.26
2007,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.07
2006,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.11
2005,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.8
2004,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.64
2003,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.11
2002,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.15
2001,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.31
2000,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.13
1999,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.18
1998,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.16
1997,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.86
1996,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.9
1995,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.82
1994,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.76
1993,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.52
1992,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.34
1991,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.4
1990,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,3.9
1989,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,3.84
1988,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.17
1987,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.45
1986,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.26
1985,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.56
1984,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.55
1983,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.07
1982,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.35
1981,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.44
1980,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.16
1979,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.96
1978,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.6
1977,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.76
1976,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.55
1975,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.81
1974,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,4.3
1973,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.17
1972,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.42
1971,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.59
1970,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,5.93
2021,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
2020,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
2019,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
2018,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,63549.13
2017,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,433349.45
2016,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,556958.77
2015,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,869961.65
2014,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,966253.89
2013,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1009122.31
2012,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1798265.84
2011,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,2571383.25
2010,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1034247.46
2009,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,2496616.02
2008,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1701195.29
2007,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,187532.83
2006,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,78688.73
2005,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
2004,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
2003,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
2002,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
2001,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
2000,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1999,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1998,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1997,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1996,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1995,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1994,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1993,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1992,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1991,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1990,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1989,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1988,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1987,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1986,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1985,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,3964.75
1984,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1983,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,12477.43
1982,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,18895.56
1981,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,29849.38
1980,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,19648.61
1979,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1978,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1977,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1976,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1975,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1974,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1973,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1972,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1971,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
1970,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0.0
2021,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2020,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2019,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2018,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2017,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2016,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2015,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2014,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2013,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2012,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2011,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2010,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2009,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.01
2008,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2007,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2006,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2005,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2004,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2003,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2002,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2001,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2000,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1999,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1998,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1997,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1996,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1995,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1994,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1993,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1992,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1991,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1990,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1989,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1988,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1987,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1986,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1985,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1984,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1983,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1982,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1981,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1980,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1979,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1978,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1977,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1976,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1975,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1974,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1973,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1972,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1971,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
1970,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0
2021,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2020,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2019,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2018,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2017,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2016,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2015,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2014,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2013,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2012,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2011,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2010,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2009,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2008,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2007,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2006,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2005,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2004,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2003,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2002,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2001,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2000,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1999,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1998,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1997,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1996,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1995,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1994,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1993,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1992,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1991,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1990,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1989,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1988,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1987,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1986,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1985,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1984,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1983,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1982,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1981,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1980,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1979,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1978,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1977,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1976,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1975,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1974,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1973,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1972,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
1971,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0.0
2021,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2020,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2019,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2018,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2017,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2016,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2015,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2014,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2013,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2012,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2011,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2010,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2009,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2008,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2007,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2006,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2005,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2004,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2003,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2002,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2001,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2000,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1999,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1998,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1997,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1996,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1995,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1994,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1993,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1992,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1991,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1990,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1989,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1988,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1987,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1986,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1985,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1984,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1983,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1982,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1981,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1980,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1979,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1978,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1977,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1976,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1975,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1974,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1973,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1972,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
1971,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0
2021,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,279244878.76
2020,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,273160166.11
2019,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,272396846.55
2018,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,277326126.51
2017,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,279538530.06
2016,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,264182001.1
2015,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,252950520.16
2014,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,233862769.86
2013,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,227240200.15
2012,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,216520450.85
2011,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,217041677.23
2010,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,196496046.71
2009,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,143847124.86
2008,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,137121729.23
2007,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,106237580.02
2006,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,95054515.22
2005,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,87428387.36
2004,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,66140699.3
2003,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,62471608.19
2002,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,53467412.97
2001,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,53042284.39
2000,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,56091097.44
1999,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,57849961.16
1998,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,56144456.84
1997,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,60092510.13
1996,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,55103581.13
1995,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,51215696.84
1994,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,44396392.63
1993,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,40943448.27
1992,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,39007032.96
1991,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,39185563.29
1990,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,40463796.96
2021,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.32
2020,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.33
2019,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.31
2018,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.3
2017,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.3
2016,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.31
2015,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.3
2014,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.29
2013,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.3
2012,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.31
2011,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.32
2010,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.34
